blaOXA-665,blaOXA,,carbapenem-hydrolyzing class D beta-lactamase OXA-665,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,Carbapenemase,no,WP_016657654.1,NG_062217.1,No,EPF70268.1,ATGI01000038.1,-,274632,275453,+,101,922,30247543,,,blaOXA-665,2022-08-09.1,WP_016657654.1
blaOXA-900,blaOXA,,carbapenem-hydrolyzing class D beta-lactamase OXA-900,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,Beta-lactamase (unknown spectrum),no,WP_178317675.1,NG_070745.1,No,QIB97956.1,MN936180.1,+,1,813,+,1,813,34576793,,,blaOXA-900,2022-08-09.1,WP_178317675.1
blaOXA-1006,blaOXA,,class D beta-lactamase OXA-1006,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_231869629.1,NG_078027.1,No,QWA20206.1,MZ265759.1,+,1,828,+,1,828,,,,blaOXA-1006,2022-08-09.1,WP_231869629.1
blaOXA-1011,blaOXA,,class D beta-lactamase OXA-1011,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_211816370.1,NG_076852.1,No,QUG49855.1,CP073309.1,-,11530,88,+,101,901,35231657,,,blaOXA-1011,2022-08-09.1,WP_211816370.1
blaOXA-1043,blaOXA,,class D beta-lactamase OXA-1043,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_077021671.1,NG_077971.1,No,QUN38553.1,CP073669.1,+,2245542,2246348,+,101,907,,,,blaOXA-1043,2022-08-09.1,WP_077021671.1
blaOXA-1091,blaOXA,,class D beta-lactamase OXA-1091,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_012045014.1,NG_079248.1,No,ABQ37031.1,CP000494.1,-,5256875,5257693,+,101,919,35311582,,,blaOXA-1091,2022-08-09.1,WP_012045014.1
blaOXA-114a,blaOXA,,class D beta-lactamase OXA-114a,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (not ESBL or carbapenemase),no,WP_054505840.1,NG_049407.1,No,ABX38721.1,EU188842.1,+,1,828,+,1,828,18362192,,,blaOXA-114a,2022-08-09.1,WP_054505840.1
blaOXA-114b,blaOXA,,class D beta-lactamase OXA-114b,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_006384924.1,NG_049408.1,No,ADI23933.1,HM056040.1,+,1,828,+,1,828,,,,blaOXA-114b,2022-08-09.1,WP_006384924.1
blaOXA-114c,blaOXA,,class D beta-lactamase OXA-114c,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_054448427.1,NG_049409.1,No,ADI23934.1,HM056041.1,+,1,828,+,1,828,,,,blaOXA-114c,2022-08-09.1,WP_054448427.1
blaOXA-114d,blaOXA,,class D beta-lactamase OXA-114d,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063860980.1,NG_049410.1,No,ADI25068.1,HM104633.1,+,1,828,+,1,828,,,,blaOXA-114d,2022-08-09.1,WP_063860980.1
blaOXA-114e,blaOXA,,class D beta-lactamase OXA-114e,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_049058560.1,NG_049411.1,No,ADI25069.1,HM104634.1,+,1,828,+,1,828,,,,blaOXA-114e,2022-08-09.1,WP_049058560.1
blaOXA-114f,blaOXA,,class D beta-lactamase OXA-114f,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_024069684.1,NG_049412.1,No,ADO14462.1,HM368375.1,+,1,828,+,1,828,,,,blaOXA-114f,2022-08-09.1,WP_024069684.1
blaOXA-114g,blaOXA,,class D beta-lactamase OXA-114g,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063861000.1,NG_049413.1,No,ADO14463.1,HM368376.1,+,1,828,+,1,828,,,,blaOXA-114g,2022-08-09.1,WP_063861000.1
blaOXA-114h,blaOXA,,class D beta-lactamase OXA-114h,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_053498400.1,NG_064730.1,No,AFQ90095.1,JX206456.1,+,1,828,+,1,828,,,,blaOXA-114h,2022-08-09.1,WP_053498400.1
blaOXA-114i,blaOXA,,class D beta-lactamase OXA-114i,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_026382828.1,NG_064731.1,No,AFQ90089.1,JX206450.1,+,1,828,+,1,828,,,,blaOXA-114i,2022-08-09.1,WP_026382828.1
blaOXA-114j,blaOXA,,class D beta-lactamase OXA-114j,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_054437016.1,NG_064732.1,No,AFQ90090.1,JX206451.1,+,1,828,+,1,828,,,,blaOXA-114j,2022-08-09.1,WP_054437016.1
blaOXA-114k,blaOXA,,class D beta-lactamase OXA-114k,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512073.1,NG_064733.1,No,AFQ90091.1,JX206452.1,+,1,828,+,1,828,,,,blaOXA-114k,2022-08-09.1,WP_136512073.1
blaOXA-114l,blaOXA,,class D beta-lactamase OXA-114l,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_054517040.1,NG_064734.1,No,AFQ90092.1,JX206453.1,+,1,828,+,1,828,,,,blaOXA-114l,2022-08-09.1,WP_054517040.1
blaOXA-114m,blaOXA,,class D beta-lactamase OXA-114m,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_054471662.1,NG_064735.1,No,AFQ90093.1,JX206454.1,+,1,828,+,1,828,,,,blaOXA-114m,2022-08-09.1,WP_054471662.1
blaOXA-114n,blaOXA,,class D beta-lactamase OXA-114n,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512074.1,NG_064736.1,No,AFQ90094.1,JX206455.1,+,1,828,+,1,828,,,,blaOXA-114n,2022-08-09.1,WP_136512074.1
blaOXA-114p,blaOXA,,class D beta-lactamase OXA-114p,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_076412384.1,NG_064737.1,No,AGW27419.1,KF573363.1,+,1,828,+,1,828,,,,blaOXA-114p,2022-08-09.1,WP_076412384.1
blaOXA-114q,blaOXA,,class D beta-lactamase OXA-114q,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512075.1,NG_064738.1,No,AGW27420.1,KF573364.1,+,1,828,+,1,828,,,,blaOXA-114q,2022-08-09.1,WP_136512075.1
blaOXA-114r,blaOXA,,class D beta-lactamase OXA-114r,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512076.1,NG_064739.1,No,AGW27421.1,KF573365.1,+,1,828,+,1,828,,,,blaOXA-114r,2022-08-09.1,WP_136512076.1
blaOXA-114s,blaOXA,,class D beta-lactamase OXA-114s,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512077.1,NG_064740.1,No,AGW27422.1,KF573366.1,+,1,828,+,1,828,,,,blaOXA-114s,2022-08-09.1,WP_136512077.1
blaOXA-114t,blaOXA,,class D beta-lactamase OXA-114t,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512078.1,NG_064741.1,No,AGW27423.1,KF573367.1,+,1,828,+,1,828,,,,blaOXA-114t,2022-08-09.1,WP_136512078.1
blaOXA-114u,blaOXA,,class D beta-lactamase OXA-114u,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512079.1,NG_064742.1,No,AGW27424.1,KF573368.1,+,1,828,+,1,828,,,,blaOXA-114u,2022-08-09.1,WP_136512079.1
blaOXA-114v,blaOXA,,class D beta-lactamase OXA-114v,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512080.1,NG_064743.1,No,AGW27425.1,KF573369.1,+,1,828,+,1,828,,,,blaOXA-114v,2022-08-09.1,WP_136512080.1
blaOXA-114w,blaOXA,,class D beta-lactamase OXA-114w,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512081.1,NG_064744.1,No,ALX18469.1,KU323970.1,+,1,828,+,1,828,,,,blaOXA-114w,2022-08-09.1,WP_136512081.1
blaOXA-114x,blaOXA,,class D beta-lactamase OXA-114x,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_136512082.1,NG_064745.1,No,ALX18470.1,KU323971.1,+,1,828,+,1,828,,,,blaOXA-114x,2022-08-09.1,WP_136512082.1
blaOXA-209,blaOXA,,class D beta-lactamase OXA-209,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_014053563.1,NG_049507.1,No,AEM66528.1,JF268688.1,-,5408,6232,+,101,925,21820820,,,blaOXA-209,2022-08-09.1,WP_014053563.1
blaOXA-243,blaOXA,,class D beta-lactamase OXA-243,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_006391197.1,NG_049538.1,No,AFQ90085.1,JX206446.1,+,1,828,+,1,828,22944724,,,blaOXA-243,2022-08-09.1,WP_006391197.1
blaOXA-258,blaOXA,,class D beta-lactamase OXA-258,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063569909.1,NG_049553.1,No,CCE73593.2,HE614014.2,+,1,825,+,1,825,,,,blaOXA-258,2022-08-09.1,WP_063569909.1
blaOXA-266,blaOXA,,class D beta-lactamase OXA-266,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_004878009.1,NG_049562.1,No,ENV38192.1,APPO01000008.1,-,267573,268400,+,101,928,24277043,,,blaOXA-266,2022-08-09.1,WP_004878009.1
blaOXA-279,blaOXA,,class D beta-lactamase OXA-279,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_004683508.1,NG_049576.1,No,ENU35234.1,APOM01000058.1,-,54863,55702,+,101,940,24277043,,,blaOXA-279,2022-08-09.1,WP_004683508.1
blaOXA-289,blaOXA,,class D beta-lactamase OXA-289,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_081400730.1,NG_079946.1,Yes,,APRM01000005.1,-,282564,283403,+,101,940,,,,blaOXA-289,2022-08-09.1,WP_081400730.1
blaOXA-290,blaOXA,,class D beta-lactamase OXA-290,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_081398973.1,NG_079947.1,Yes,,APOK01000044.1,-,289939,290778,+,101,940,,,,blaOXA-290,2022-08-09.1,WP_081398973.1
blaOXA-294,blaOXA,,class D beta-lactamase OXA-294,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_004776204.1,NG_049589.1,No,ENU93232.1,APPC01000015.1,-,269862,270698,+,101,937,24277043,,,blaOXA-294,2022-08-09.1,WP_004776204.1
blaOXA-296,blaOXA,,class D beta-lactamase OXA-296,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_004650739.1,NG_049591.1,No,ENU21024.1,APOH01000009.1,-,220589,221443,+,101,955,,,,blaOXA-296,2022-08-09.1,WP_004650739.1
blaOXA-299,blaOXA,,class D beta-lactamase OXA-299,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_005011312.1,NG_049594.1,No,ENV82218.1,APQD01000016.1,+,31096,31929,+,101,934,24277043,,,blaOXA-299,2022-08-09.1,WP_005011312.1
blaOXA-308,blaOXA,,class D beta-lactamase OXA-308,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_004867933.1,NG_049603.1,No,ENV32314.1,APPN01000080.1,-,348499,349338,+,101,940,24277043,,,blaOXA-308,2022-08-09.1,WP_004867933.1
blaOXA-347,blaOXA,,class D beta-lactamase OXA-347,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_004295324.1,NG_049639.1,No,AET35493.1,JN086160.1,-,1583,2407,+,101,925,22845886,,,blaOXA-347,2022-08-09.1,WP_004295324.1
blaOXA-457,blaOXA,,class D beta-lactamase OXA-457,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063864087.1,NG_049742.1,No,ALC76098.1,KP903886.1,+,1,828,+,1,828,,,blaOXA-456,blaOXA-457,2022-08-09.1,WP_063864087.1
blaOXA-458,blaOXA,,class D beta-lactamase OXA-458,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063864088.1,NG_049743.1,No,ALC76100.1,KP903888.1,+,1,828,+,1,828,,,,blaOXA-458,2022-08-09.1,WP_063864088.1
blaOXA-459,blaOXA,,class D beta-lactamase OXA-459,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063864089.1,NG_049744.1,No,ALC76101.1,KP903889.1,+,1,828,+,1,828,,,,blaOXA-459,2022-08-09.1,WP_063864089.1
blaOXA-491,blaOXA,,class D beta-lactamase OXA-491,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_020848173.1,NG_049771.1,No,KLE07522.1,JAIV01000087.1,-,17692,18453,+,101,862,,,,blaOXA-491,2022-08-09.1,WP_020848173.1
blaOXA-493,blaOXA,,class D beta-lactamase OXA-493,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_012662081.1,NG_049772.1,No,AJC94664.1,CP007774.1,+,1337387,1338133,+,101,847,,,,blaOXA-493,2022-08-09.1,WP_012662081.1
blaOXA-504,blaOXA,,class D beta-lactamase OXA-504,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063864115.1,NG_049782.1,No,ALG65432.1,KT355710.1,+,1,795,+,1,795,,,,blaOXA-504,2022-08-09.1,WP_063864115.1
blaOXA-527,blaOXA,,class D beta-lactamase OXA-527,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_068981642.1,NG_051477.1,No,ANW47163.1,KX599404.1,+,1,825,+,1,825,,,,blaOXA-527,2022-08-09.1,WP_068981642.1
blaOXA-548,blaOXA,,class D beta-lactamase OXA-548,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_087587939.1,NG_054953.1,No,AQX43448.1,KY682750.1,+,1,873,+,1,873,,,,blaOXA-548,2022-08-09.1,WP_087587939.1
blaOXA-568,blaOXA,,class D beta-lactamase OXA-568,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_099337823.1,NG_055785.1,No,ATO19096.1,CP024011.1,+,1078800,1079630,+,101,931,,,,blaOXA-568,2022-08-09.1,WP_099337823.1
blaOXA-576,blaOXA,,class D beta-lactamase OXA-576,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_087696200.1,NG_066510.1,No,AWD39715.1,MH085550.1,+,1,747,+,1,747,,,,blaOXA-576,2022-08-09.1,WP_087696200.1
blaOXA-61,blaOXA,,class D beta-lactamase OXA-61,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (not ESBL or carbapenemase),no,WP_002872036.1,NG_049801.1,No,AAT01092.1,AY587956.1,+,123,896,+,101,874,15917560,,,blaOXA-61,2022-08-09.1,WP_002872036.1
blaOXA-666,blaOXA,,class D beta-lactamase OXA-666,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Carbapenemase,no,WP_092689909.1,NG_062232.1,No,SDY39836.1,FNPK01000009.1,-,99304,100158,+,101,955,30247543,,,blaOXA-666,2022-08-09.1,WP_092689909.1
blaOXA-732,blaOXA,,class D beta-lactamase OXA-732,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_072678505.1,NG_061615.1,No,AFY12006.1,JX846494.1,+,109,909,+,101,901,,,,blaOXA-732,2022-08-09.1,WP_072678505.1
blaOXA-780,blaOXA,,class D beta-lactamase OXA-780,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_049637206.1,NG_063881.1,No,KMY26613.1,LFXO01000139.1,+,11072,11866,+,101,895,,,,blaOXA-780,2022-08-09.1,WP_049637206.1
blaOXA-837,blaOXA,,class D beta-lactamase OXA-837,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_148281568.1,NG_066071.1,No,QEE23059.1,MN313890.1,+,1,906,+,1,906,31578249,,,blaOXA-837,2022-08-09.1,WP_148281568.1
blaOXA-919,blaOXA,,class D beta-lactamase OXA-919,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_007879679.1,NG_070746.1,No,NNV19885.1,PKQI01000001.1,-,1200166,1200993,+,101,928,,,,blaOXA-919,2022-08-09.1,WP_007879679.1
blaOXA-925,blaOXA,,class D beta-lactamase OXA-925,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_100507493.1,NG_070187.1,No,CCP19563.2,HF562855.2,+,1,825,+,1,825,,,,blaOXA-925,2022-08-09.1,WP_100507493.1
blaOXA-926,blaOXA,,class D beta-lactamase OXA-926,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_114268491.1,NG_070748.1,No,QLL99519.1,MT767688.1,+,1,807,+,1,807,,,,blaOXA-926,2022-08-09.1,WP_114268491.1
blaOXA-956,blaOXA,,class D beta-lactamase OXA-956,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_021139936.1,NG_074735.1,No,MBS2780954.1,JAGUQQ010000007.1,+,11388,12182,+,101,895,,,,blaOXA-956,2022-08-09.1,WP_021139936.1
blaOXA-957,blaOXA,,class D beta-lactamase OXA-957,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_219860714.1,NG_076659.1,No,QWJ89343.1,MZ126685.1,+,1,789,+,1,789,,,,blaOXA-957,2022-08-09.1,WP_219860714.1
blaOXA-981,blaOXA,,class D beta-lactamase OXA-981,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_231869606.1,NG_078002.1,No,QWA20180.1,MZ265733.1,+,1,840,+,1,840,,,,blaOXA-981,2022-08-09.1,WP_231869606.1
blaOXA-999,blaOXA,,class D beta-lactamase OXA-999,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),yes,WP_231869624.1,NG_078020.1,No,QWA20198.1,MZ265751.1,+,1,840,+,1,840,,,,blaOXA-999,2022-08-09.1,WP_231869624.1
blaOXA-18,blaOXA,,extended-spectrum class D beta-lactamase OXA-18,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ESBL,no,WP_063861237.1,NG_049480.1,No,AAB58555.1,U85514.1,+,150,977,+,101,928,9333046,,,blaOXA-18,2022-08-09.1,WP_063861237.1
blaOXA-45,blaOXA,,extended-spectrum class D beta-lactamase OXA-45,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ESBL,no,WP_032490761.1,NG_049735.1,No,CAD58780.1,AJ519683.1,+,282,1076,+,101,895,12936985,,,blaOXA-45,2022-08-09.1,WP_032490761.1
blaOXA-830,blaOXA,,extended-spectrum class D beta-lactamase OXA-830,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_152315468.1,NG_066713.1,No,QCQ81089.1,MK926981.1,+,1,801,+,1,801,31849884,,,blaOXA-830,2022-08-09.1,WP_152315468.1
blaOXA-1042,blaOXA,,OXA-1 family class D beta-lactamase OXA-1042,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase,yes,WP_231869587.1,NG_077974.1,No,BDB58062.1,LC651191.1,+,1,831,+,1,831,,,,blaOXA-1042,2022-08-09.1,WP_231869587.1
blaOXA-224,blaOXA,,OXA-1 family class D beta-lactamase OXA-224,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063861812.1,NG_049520.1,No,AEQ73521.1,JN596991.2,+,2281,3111,+,101,931,22290962,,,blaOXA-224,2022-08-09.1,WP_063861812.1
blaOXA-320,blaOXA,,OXA-1 family class D beta-lactamase OXA-320,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,Beta-lactamase (unknown spectrum),no,WP_063862622.1,NG_049613.1,No,AGR55864.1,KF151169.1,+,1,831,+,1,831,24027220,,,blaOXA-320,2022-08-09.1,WP_063862622.1
