blaOXA-576,blaOXA,WP_087696200.1,WP_087696200.1,AWD39715.1,MH085550.1,class D beta-lactamase OXA-576,Beta-lactamase (unknown spectrum)
blaOXA-61,blaOXA,WP_002872036.1,WP_002872036.1,AAT01092.1,AY587956.1,class D beta-lactamase OXA-61,Beta-lactamase (not ESBL or carbapenemase)
blaOXA-666,blaOXA,WP_092689909.1,WP_092689909.1,SDY39836.1,FNPK01000009.1,class D beta-lactamase OXA-666,Carbapenemase
blaOXA-732,blaOXA,WP_072678505.1,WP_072678505.1,AFY12006.1,JX846494.1,class D beta-lactamase OXA-732,Beta-lactamase (unknown spectrum)
blaOXA-780,blaOXA,WP_049637206.1,WP_049637206.1,KMY26613.1,LFXO01000139.1,class D beta-lactamase OXA-780,Beta-lactamase (unknown spectrum)
blaOXA-837,blaOXA,WP_148281568.1,WP_148281568.1,QEE23059.1,MN313890.1,class D beta-lactamase OXA-837,Beta-lactamase (unknown spectrum)
blaOXA-919,blaOXA,WP_007879679.1,WP_007879679.1,NNV19885.1,PKQI01000001.1,class D beta-lactamase OXA-919,Beta-lactamase (unknown spectrum)
blaOXA-925,blaOXA,WP_100507493.1,WP_100507493.1,CCP19563.2,HF562855.2,class D beta-lactamase OXA-925,Beta-lactamase (unknown spectrum)
blaOXA-926,blaOXA,WP_114268491.1,WP_114268491.1,QLL99519.1,MT767688.1,class D beta-lactamase OXA-926,Beta-lactamase (unknown spectrum)
blaOXA-956,blaOXA,WP_021139936.1,WP_021139936.1,MBS2780954.1,JAGUQQ010000007.1,class D beta-lactamase OXA-956,Beta-lactamase (unknown spectrum)
blaOXA-957,blaOXA,WP_219860714.1,WP_219860714.1,QWJ89343.1,MZ126685.1,class D beta-lactamase OXA-957,Beta-lactamase (unknown spectrum)
blaOXA-981,blaOXA,WP_231869606.1,WP_231869606.1,QWA20180.1,MZ265733.1,class D beta-lactamase OXA-981,Beta-lactamase (unknown spectrum)
blaOXA-999,blaOXA,WP_231869624.1,WP_231869624.1,QWA20198.1,MZ265751.1,class D beta-lactamase OXA-999,Beta-lactamase (unknown spectrum)
blaOXA-18,blaOXA,WP_063861237.1,WP_063861237.1,AAB58555.1,U85514.1,extended-spectrum class D beta-lactamase OXA-18,ESBL
blaOXA-45,blaOXA,WP_032490761.1,WP_032490761.1,CAD58780.1,AJ519683.1,extended-spectrum class D beta-lactamase OXA-45,ESBL
blaOXA-830,blaOXA,WP_152315468.1,WP_152315468.1,QCQ81089.1,MK926981.1,extended-spectrum class D beta-lactamase OXA-830,Beta-lactamase (unknown spectrum)
blaOXA-1042,blaOXA,WP_231869587.1,WP_231869587.1,BDB58062.1,LC651191.1,OXA-1 family class D beta-lactamase OXA-1042,Beta-lactamase
blaOXA-224,blaOXA,WP_063861812.1,WP_063861812.1,AEQ73521.1,JN596991.2,OXA-1 family class D beta-lactamase OXA-224,Beta-lactamase (unknown spectrum)
blaOXA-320,blaOXA,WP_063862622.1,WP_063862622.1,AGR55864.1,KF151169.1,OXA-1 family class D beta-lactamase OXA-320,Beta-lactamase (unknown spectrum)
blaOXA-534,blaOXA,WP_069280711.1,WP_069280711.1,AOE47040.1,KX714285.1,OXA-1 family class D beta-lactamase OXA-534,Beta-lactamase (unknown spectrum)
blaOXA-675,blaOXA,WP_122630857.1,WP_122630857.1,AXQ11888.1,MH780096.1,OXA-1 family class D beta-lactamase OXA-675,Beta-lactamase (unknown spectrum)
blaOXA-796,blaOXA,WP_110612827.1,WP_110612827.1,AEH57063.1,HQ386835.1,OXA-1 family class D beta-lactamase OXA-796,Beta-lactamase (unknown spectrum)
blaOXA-921,blaOXA,WP_179284339.1,WP_179284339.1,BCG11499.1,LC543862.1,OXA-1 family class D beta-lactamase OXA-921,Beta-lactamase (unknown spectrum)
blaOXA-31,blaOXA,WP_032490053.1,WP_032490053.1,AAK52604.1,AF294653.1,OXA-1 family extended-spectrum class D beta-lactamase OXA-31,ESBL
blaOXA-47,blaOXA,WP_063864092.1,WP_063864092.1,AAP69225.1,AY237830.1,OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-47,Beta-lactamase (not ESBL or carbapenemase)
blaOXA-233,blaOXA,WP_063862149.1,WP_063862149.1,AID67109.1,KJ657570.1,OXA-10 family carbapenem-hydrolyzing class D beta-lactamase OXA-233,Carbapenemase
blaOXA-101,blaOXA,WP_063860937.1,WP_063860937.1,CAL85435.1,AM412777.1,OXA-10 family class D beta-lactamase OXA-101,Beta-lactamase (not ESBL or carbapenemase)
blaOXA-1015,blaOXA,WP_219860727.1,WP_219860727.1,QWY90352.1,MZ449318.1,OXA-10 family class D beta-lactamase OXA-1015,Beta-lactamase (unknown spectrum)
blaOXA-1046,blaOXA,WP_240067727.1,WP_240067727.1,UHO07581.1,OL901270.1,OXA-10 family class D beta-lactamase OXA-1046,Beta-lactamase (unknown spectrum)
blaOXA-1053,blaOXA,WP_240067732.1,WP_240067732.1,BDD79959.1,LC664104.1,OXA-10 family class D beta-lactamase OXA-1053,Beta-lactamase (unknown spectrum)
blaOXA-1086,blaOXA,WP_242934105.1,WP_242934105.1,ULU82664.1,OM643280.1,OXA-10 family class D beta-lactamase OXA-1086,Beta-lactamase (unknown spectrum)
blaOXA-1087,blaOXA,WP_256875608.1,WP_256875608.1,UTS94245.1,ON651492.1,OXA-10 family class D beta-lactamase OXA-1087,Beta-lactamase (unknown spectrum)
blaOXA-1120,blaOXA,WP_256875610.1,WP_256875610.1,USC31971.1,ON721379.1,OXA-10 family class D beta-lactamase OXA-1120,Beta-lactamase (unknown spectrum)
blaOXA-183,blaOXA,WP_063861272.1,WP_063861272.1,ADV41666.1,HQ111474.1,OXA-10 family class D beta-lactamase OXA-183,Beta-lactamase (unknown spectrum)
blaOXA-240,blaOXA,WP_063862274.1,WP_063862274.1,AFN20670.1,JX089628.1,OXA-10 family class D beta-lactamase OXA-240,Beta-lactamase (unknown spectrum)
blaOXA-246,blaOXA,WP_063862394.1,WP_063862394.1,AHC31001.1,KF711993.1,OXA-10 family class D beta-lactamase OXA-246,Beta-lactamase (unknown spectrum)
blaOXA-251,blaOXA,WP_063862430.1,WP_063862430.1,AER57903.1,JN118546.1,OXA-10 family class D beta-lactamase OXA-251,Beta-lactamase (unknown spectrum)
blaOXA-256,blaOXA,WP_014454104.1,WP_014454104.1,CCE94500.1,HE616889.1,OXA-10 family class D beta-lactamase OXA-256,Beta-lactamase (unknown spectrum)
blaOXA-368,blaOXA,WP_099156044.1,WP_099156044.1,AMB19637.1,KT736121.1,OXA-10 family class D beta-lactamase OXA-368,Beta-lactamase (unknown spectrum)
blaOXA-454,blaOXA,WP_063864086.1,WP_063864086.1,BAR45714.1,LC037981.1,OXA-10 family class D beta-lactamase OXA-454,Beta-lactamase (unknown spectrum)
blaOXA-520,blaOXA,WP_065159014.1,WP_065159014.1,ANM44758.1,KX388630.1,OXA-10 family class D beta-lactamase OXA-520,Beta-lactamase (unknown spectrum)
blaOXA-655,blaOXA,WP_122630842.1,WP_122630842.1,AWS00754.1,MH384610.1,OXA-10 family class D beta-lactamase OXA-655,Carbapenemase
blaOXA-656,blaOXA,WP_122630843.1,WP_122630843.1,AWS00755.1,MH384611.1,OXA-10 family class D beta-lactamase OXA-656,Beta-lactamase (unknown spectrum)
blaOXA-663,blaOXA,WP_032410229.1,WP_032410229.1,OWG16436.1,JCMW02000002.1,OXA-10 family class D beta-lactamase OXA-663,Beta-lactamase (unknown spectrum)
blaOXA-677,blaOXA,WP_122630859.1,WP_122630859.1,AXQ11890.1,MH780098.1,OXA-10 family class D beta-lactamase OXA-677,Beta-lactamase (unknown spectrum)
blaOXA-74,blaOXA,WP_063864532.1,WP_063864532.1,CAH69530.1,AJ854182.1,OXA-10 family class D beta-lactamase OXA-74,Beta-lactamase (unknown spectrum)
blaOXA-794,blaOXA,WP_136512086.1,WP_136512086.1,QBC36178.1,MK482719.1,OXA-10 family class D beta-lactamase OXA-794,Beta-lactamase (unknown spectrum)
blaOXA-795,blaOXA,WP_136512087.1,WP_136512087.1,QBC36179.1,MK482720.1,OXA-10 family class D beta-lactamase OXA-795,Beta-lactamase (unknown spectrum)
blaOXA-823,blaOXA,WP_136512103.1,WP_136512103.1,QBZ67150.1,MK750000.1,OXA-10 family class D beta-lactamase OXA-823,Beta-lactamase (unknown spectrum)
blaOXA-824,blaOXA,WP_136512104.1,WP_136512104.1,QBZ67151.1,MK750001.1,OXA-10 family class D beta-lactamase OXA-824,Beta-lactamase (unknown spectrum)
blaOXA-827,blaOXA,WP_140423320.1,WP_140423320.1,QCF61856.1,MK840577.1,OXA-10 family class D beta-lactamase OXA-827,Beta-lactamase (unknown spectrum)
blaOXA-836,blaOXA,WP_148044423.1,WP_148044423.1,QDO71691.1,MN186038.1,OXA-10 family class D beta-lactamase OXA-836,Beta-lactamase (unknown spectrum)
blaOXA-928,blaOXA,WP_188331877.1,WP_188331877.1,QNH80866.1,MT891151.1,OXA-10 family class D beta-lactamase OXA-928,Beta-lactamase (unknown spectrum)
blaOXA-932,blaOXA,WP_121331722.1,WP_121331722.1,QOC63222.1,MW021506.1,OXA-10 family class D beta-lactamase OXA-932,Beta-lactamase (unknown spectrum)
blaOXA-11,blaOXA,WP_063860939.1,WP_063860939.1,CAA80304.1,Z22590.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-11,ESBL
blaOXA-14,blaOXA,WP_064056056.1,WP_064056056.1,AHX74209.1,KJ420612.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-14,ESBL
blaOXA-142,blaOXA,WP_063861041.1,WP_063861041.1,ABY79006.1,EU358785.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-142,ESBL
blaOXA-145,blaOXA,WP_063861043.1,WP_063861043.1,ACN85419.1,FJ790516.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-145,ESBL
blaOXA-147,blaOXA,WP_063861045.1,WP_063861045.1,ACO72579.1,FJ848783.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-147,ESBL
blaOXA-17,blaOXA,WP_032491804.1,WP_032491804.1,ABI63579.1,DQ902344.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-17,ESBL
blaOXA-19,blaOXA,WP_063861309.1,WP_063861309.1,AAD02245.1,AF043381.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-19,ESBL
blaOXA-28,blaOXA,WP_032489753.1,WP_032489753.1,AAF72942.1,AF231133.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-28,ESBL
blaOXA-35,blaOXA,WP_063862720.1,WP_063862720.1,AAK49460.1,AF315786.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-35,ESBL
blaOXA-676,blaOXA,WP_122630858.1,WP_122630858.1,AXQ11889.1,MH780097.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-676,Beta-lactamase (unknown spectrum)
blaOXA-736,blaOXA,WP_122630855.1,WP_122630855.1,AXQ11886.1,MH780094.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-736,Beta-lactamase (unknown spectrum)
blaOXA-935,blaOXA,WP_141989064.1,WP_141989064.1,UBI73554.1,CP083367.1,OXA-10 family extended-spectrum class D beta-lactamase OXA-935,Beta-lactamase (unknown spectrum)
blaOXA-13,blaOXA,WP_063861035.1,WP_063861035.1,AAC46344.1,U59183.1,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-13,ESBL
blaOXA-56,blaOXA,WP_063864264.1,WP_063864264.1,AAR32651.1,AY445080.1,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-56,Beta-lactamase (not ESBL or carbapenemase)
blaOXA-7,blaOXA,WP_063864530.1,WP_063864530.1,CAA53242.1,X75562.1,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-7,Beta-lactamase (not ESBL or carbapenemase)
blaOXA-790,blaOXA,WP_213994595.1,WP_213994595.1,QBC36167.1,MK388911.1,OXA-114 family class D beta-lactamase OXA-790,Beta-lactamase (unknown spectrum)
blaOXA-791,blaOXA,WP_213994596.1,WP_213994596.1,QBC36168.1,MK388912.1,OXA-114 family class D beta-lactamase OXA-791,Beta-lactamase (unknown spectrum)
blaOXA-839,blaOXA,WP_150823471.1,WP_150823471.1,QEJ74005.1,MN339508.1,OXA-114 family class D beta-lactamase OXA-839,Beta-lactamase (unknown spectrum)
blaOXA-724,blaOXA,WP_077096319.1,WP_077096319.1,CAB76928.1,AJ276031.1,OXA-12 family class D beta-lactamase AmpH/OXA-724,Beta-lactamase (unknown spectrum)
blaOXA-726,blaOXA,WP_101150415.1,WP_101150415.1,PKD23169.1,LSZC01000019.1,OXA-12 family class D beta-lactamase OXA-726,Beta-lactamase (unknown spectrum)
blaOXA-912,blaOXA,WP_040068451.1,WP_040068451.1,QIM14705.1,MT135194.1,OXA-12 family class D beta-lactamase OXA-912,Beta-lactamase (unknown spectrum)
blaOXA-951,blaOXA,WP_213994597.1,WP_213994597.1,BCT36861.1,LC610789.1,OXA-12 family class D beta-lactamase OXA-951,Beta-lactamase (unknown spectrum)
blaOXA-958,blaOXA,WP_058052637.1,WP_058052637.1,QVO43823.1,MZ092816.1,OXA-12 family class D beta-lactamase OXA-958,Beta-lactamase (unknown spectrum)
blaOXA-1005,blaOXA,WP_163170629.1,WP_163170629.1,QWA20205.1,MZ265758.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-1005,Carbapenemase
blaOXA-235,blaOXA,WP_000854009.1,WP_000854009.1,AFH36330.1,JQ820240.2,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235,Carbapenemase
blaOXA-236,blaOXA,WP_063862170.1,WP_063862170.1,AFH36332.1,JQ820242.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-236,Carbapenemase
blaOXA-237,blaOXA,WP_000854010.1,WP_000854010.1,AFH36331.1,JQ820241.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-237,Carbapenemase
blaOXA-276,blaOXA,WP_004814035.1,WP_004814035.1,ENV13583.1,APPI01000013.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-276,Carbapenemase
blaOXA-277,blaOXA,WP_004897444.1,WP_004897444.1,ENV45890.1,APPQ01000011.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-277,Carbapenemase
blaOXA-278,blaOXA,WP_005220450.1,WP_005220450.1,AGI65307.1,KC771279.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-278,Carbapenemase
blaOXA-283,blaOXA,WP_004647119.1,WP_004647119.1,ENU15301.1,APOG01000008.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-283,Carbapenemase
blaOXA-284,blaOXA,WP_005245537.1,WP_005245537.1,ENX16434.1,APRU01000004.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-284,Carbapenemase
blaOXA-285,blaOXA,WP_005268230.1,WP_005268230.1,ENX26326.1,APRY01000059.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-285,Carbapenemase
blaOXA-335,blaOXA,WP_063862702.1,WP_063862702.1,AGW16417.1,KF203109.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-335,Carbapenemase
blaOXA-360,blaOXA,WP_048880934.1,WP_048880934.1,AGZ83156.1,KF421163.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-360,Carbapenemase
blaOXA-361,blaOXA,WP_063862731.1,WP_063862731.1,AHA11124.1,KF460531.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-361,Carbapenemase
blaOXA-362,blaOXA,WP_063862732.1,WP_063862732.1,AHA11125.1,KF460532.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-362,Carbapenemase
blaOXA-363,blaOXA,WP_063862733.1,WP_063862733.1,AHA11126.1,KF460533.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-363,Carbapenemase
blaOXA-496,blaOXA,WP_064483990.1,WP_064483990.1,ALM26450.1,KT200608.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-496,Carbapenemase
blaOXA-537,blaOXA,WP_070064536.1,WP_070064536.1,AOS48097.1,KX360747.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-537,Carbapenemase
blaOXA-646,blaOXA,WP_039902635.1,WP_039902635.1,AWB15829.1,MH188855.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-646,Carbapenemase
blaOXA-647,blaOXA,WP_140423315.1,WP_140423315.1,AWB15830.1,MH188856.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-647,Carbapenemase
