tree	brid	length	support	terminal	depth	topodepth	rootdepth	rightname	comments	leftname	rightcomment	leftcomment
0	75	0.00359	N/A	true	0	1	9	WP_136512099.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000039	[]	[]
0	76	0	N/A	true	0	1	9	WP_005405613.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000039	[]	[]
0	77	0.00719	N/A	false	1	38	6	NODE_0000040	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000035	[]	[]
0	78	0.00358	N/A	true	0	1	7	ADK35873.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000040	[]	[]
0	79	0	N/A	false	1	37	7	NODE_0000041	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000040	[]	[]
0	80	0.00359	N/A	true	0	1	8	WP_136512101.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000041	[]	[]
0	81	0	N/A	false	1	36	8	NODE_0000042	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000041	[]	[]
0	82	0	N/A	false	1	3	9	NODE_0000043	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000042	[]	[]
0	83	0.00358	N/A	true	0	1	10	ADK35874.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000043	[]	[]
0	84	0.0036	N/A	false	1	2	10	NODE_0000044	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000043	[]	[]
0	85	0.0036	N/A	true	0	1	11	WP_136512102.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000044	[]	[]
0	86	0.00359	N/A	true	0	1	11	WP_005404206.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000044	[]	[]
0	87	0	N/A	false	2	33	9	NODE_0000045	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000042	[]	[]
0	88	0	N/A	false	1	13	10	NODE_0000046	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000045	[]	[]
0	89	0	N/A	true	0	1	11	ACI28281.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000046	[]	[]
0	90	0	N/A	false	1	12	11	NODE_0000047	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000046	[]	[]
0	91	0.00359	N/A	true	0	1	12	AJO16038.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000047	[]	[]
0	92	0.00359	N/A	false	1	11	12	NODE_0000048	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000047	[]	[]
0	93	0	N/A	true	0	1	13	AAP40270.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000048	[]	[]
0	94	0.00718	N/A	false	1	10	13	NODE_0000049	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000048	[]	[]
0	95	0.01818	N/A	true	0	1	14	WP_231869595.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000049	[]	[]
0	96	0	N/A	false	1	9	14	NODE_0000050	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000049	[]	[]
0	97	0	N/A	true	0	1	15	ENV88740.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000050	[]	[]
0	98	0.00358	N/A	false	1	8	15	NODE_0000051	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000050	[]	[]
0	99	0.00357	N/A	false	1	3	16	NODE_0000052	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000051	[]	[]
0	100	0	N/A	true	0	1	17	WP_111280830.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000052	[]	[]
0	101	0.00358	N/A	false	1	2	17	NODE_0000053	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000052	[]	[]
0	102	0.00357	N/A	true	0	1	18	ACE63186.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000053	[]	[]
0	103	0	N/A	true	0	1	18	WP_075040046.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000053	[]	[]
0	104	0	N/A	false	1	5	16	NODE_0000054	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000051	[]	[]
0	105	0	N/A	true	0	1	17	WP_231869594.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000054	[]	[]
0	106	0	N/A	false	1	4	17	NODE_0000055	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000054	[]	[]
0	107	0.0253	N/A	true	0	1	18	WP_231869596.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000055	[]	[]
0	108	0.01078	N/A	false	1	3	18	NODE_0000056	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000055	[]	[]
0	109	0.01442	N/A	true	0	1	19	WP_136512100.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000056	[]	[]
0	110	0	N/A	false	1	2	19	NODE_0000057	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000056	[]	[]
0	111	0.00357	N/A	true	0	1	20	QBQ03037.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000057	[]	[]
0	112	0	N/A	true	0	1	20	WP_026444036.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000057	[]	[]
0	113	0	N/A	false	2	20	10	NODE_0000058	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000045	[]	[]
0	114	0	N/A	false	1	4	11	NODE_0000059	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000058	[]	[]
0	115	0.00358	N/A	true	0	1	12	AIT76095.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000059	[]	[]
0	116	0	N/A	false	1	3	12	NODE_0000060	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000059	[]	[]
0	117	0.00358	N/A	true	0	1	13	ADK35871.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000060	[]	[]
0	118	0.00358	N/A	false	1	2	13	NODE_0000061	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000060	[]	[]
0	119	0	N/A	true	0	1	14	AJT57878.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000061	[]	[]
0	120	0.00358	N/A	true	0	1	14	ADK35872.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000061	[]	[]
0	121	0	N/A	false	2	16	11	NODE_0000062	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000058	[]	[]
0	122	0	N/A	false	1	3	12	NODE_0000063	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000062	[]	[]
0	123	0.00359	N/A	true	0	1	13	ADK35870.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000063	[]	[]
0	124	0.00358	N/A	false	1	2	13	NODE_0000064	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000063	[]	[]
0	125	0	N/A	true	0	1	14	AEP43731.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000064	[]	[]
0	126	0.00718	N/A	true	0	1	14	AFN65709.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000064	[]	[]
0	127	0	N/A	false	2	13	12	NODE_0000065	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000062	[]	[]
0	128	0	N/A	false	1	2	13	NODE_0000066	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000065	[]	[]
0	129	0.00358	N/A	true	0	1	14	AKF41839.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000066	[]	[]
0	130	0.00359	N/A	true	0	1	14	WP_194293137.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000066	[]	[]
0	131	0	N/A	false	2	11	13	NODE_0000067	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000065	[]	[]
0	132	0	N/A	false	2	5	14	NODE_0000068	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000067	[]	[]
0	133	0	N/A	false	1	2	15	NODE_0000069	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000068	[]	[]
0	134	0	N/A	true	0	1	16	AAV65289.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000069	[]	[]
0	135	0	N/A	true	0	1	16	WP_168247884.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000069	[]	[]
0	136	0	N/A	false	1	3	15	NODE_0000070	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000068	[]	[]
0	137	0.00359	N/A	true	0	1	16	WP_111672907.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000070	[]	[]
0	138	0.00358	N/A	false	1	2	16	NODE_0000071	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000070	[]	[]
0	139	0	N/A	true	0	1	17	ADK35869.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000071	[]	[]
0	140	0.0036	N/A	true	0	1	17	AKR53962.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000071	[]	[]
0	141	0	N/A	false	2	6	14	NODE_0000072	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000067	[]	[]
0	142	0	N/A	false	1	3	15	NODE_0000073	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000072	[]	[]
0	143	0.00359	N/A	true	0	1	16	AIY30331.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000073	[]	[]
0	144	0.00359	N/A	false	1	2	16	NODE_0000074	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000073	[]	[]
0	145	0.00359	N/A	true	0	1	17	AAG35609.2	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000074	[]	[]
0	146	0	N/A	true	0	1	17	AAW22056.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000074	[]	[]
0	147	0	N/A	false	1	3	15	NODE_0000075	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000072	[]	[]
0	148	0.00359	N/A	true	0	1	16	AKF41840.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000075	[]	[]
0	149	0	N/A	false	1	2	16	NODE_0000076	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000075	[]	[]
0	150	0.0036	N/A	true	0	1	17	ADK35875.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000076	[]	[]
0	151	0.00358	N/A	true	0	1	17	AIY30332.1	[&NCBIFamily="OXA-23familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000076	[]	[]
0	152	0.08106	N/A	false	3	268	3	NODE_0000077	[&NCBIFamily="classDbeta-lactamase"]	NODE_0000002	[]	[]
0	153	0.05629	N/A	false	2	42	4	NODE_0000078	[&NCBIFamily="classDbeta-lactamase"]	NODE_0000077	[]	[]
0	154	0.3189	N/A	false	1	17	5	NODE_0000079	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000078	[]	[]
0	155	0.00391	N/A	true	0	1	6	WP_058951457.1	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000079	[]	[]
0	156	0.00356	N/A	false	1	16	6	NODE_0000080	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000079	[]	[]
0	157	0.03632	N/A	true	0	1	7	AGW16416.1	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000080	[]	[]
0	158	0.00359	N/A	false	1	15	7	NODE_0000081	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000080	[]	[]
0	159	0.02514	N/A	true	0	1	8	AGW16415.1	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000081	[]	[]
0	160	0.00386	N/A	false	1	14	8	NODE_0000082	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000081	[]	[]
0	161	0.00358	N/A	false	1	2	9	NODE_0000083	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000082	[]	[]
0	162	0.01445	N/A	true	0	1	10	WP_140423312.1	[&NCBIFamily="OXA-211familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000083	[]	[]
